event_id,user_id,song_id,event_type,ts,device,region
e7a0f840-c65c-43db-bd4e-24c656902307,665478,61705,stop,2025-08-24T09:59:07.587989,web,us
744cdc17-3147-4c49-877c-3c04586cbfdc,841582,1939,play,2025-08-23T17:20:45.587989,ios,eu
5b7ee1a2-722e-4c49-8293-72c0a0b0226e,643689,45236,pause,2025-08-23T18:50:49.587989,ios,apac
bbde2f83-ae28-4672-8181-fea47ba2dcdc,506366,60130,pause,2025-08-24T11:43:56.587989,mac,us
4cf48619-b9b3-4ab1-b830-adf63457a4dd,890935,63017,play,2025-08-23T20:07:59.587989,ios,us
188f61f7-5e76-42d7-84fd-14b96fa90160,935237,54925,play,2025-08-24T10:37:05.587989,ios,apac
f3595636-90a7-44c5-84e4-248d82e3f7f7,839360,32150,pause,2025-08-24T04:12:54.587989,mac,apac
e3fc34d8-d671-48d4-aec1-131ca4d279c4,646556,6179,play,2025-08-24T06:55:10.587989,ios,us
26561bcb-bd1d-4f59-b2a2-e8fed5495bd8,322728,43758,play,2025-08-24T02:25:08.587989,mac,eu
2e1127a1-5537-4508-8083-96b39716f42f,125140,26847,pause,2025-08-23T14:41:44.587989,ios,apac
06edf1aa-e8e7-4abf-8182-27f6302becf0,198582,1502,pause,2025-08-23T20:17:18.587989,web,eu
ff47314f-ec3f-4b2f-8a20-8929d9c9f3ad,771168,25177,play,2025-08-23T13:43:45.587989,web,apac
9f2f093f-0096-4994-8120-88c82461c72f,698981,46760,stop,2025-08-24T00:05:22.587989,mac,apac
31fea80c-dcbb-45dc-8fa6-8b972e08cf1f,420102,94962,stop,2025-08-24T07:31:23.587989,ios,eu
7ebd4207-820a-46ea-8cff-dc5e95fbb0bc,229365,15960,play,2025-08-24T11:37:48.587989,ios,apac
1bec5cce-a4e9-454d-b048-2fd05d57ddee,462820,31818,play,2025-08-24T09:56:29.587989,mac,apac
80bec33f-fb68-4c39-a6b9-c998f60eceaa,948543,7209,stop,2025-08-24T07:18:55.587989,web,eu
9e7fb931-4814-4212-a01c-19b87e86bfdb,962089,54335,stop,2025-08-23T16:00:58.587989,ios,us
d97f2fab-331f-4074-9734-83a25f9f2ea8,159224,45287,play,2025-08-23T16:51:44.587989,mac,apac
e26fb4c7-4276-494e-80f8-b8c4a6fd4c8e,138672,67127,play,2025-08-24T09:45:57.587989,mac,apac
620de16b-a3a1-4363-9a8a-835e3a1f8a25,570722,3568,pause,2025-08-24T08:30:57.587989,web,us
8819a086-1a7a-4ce6-9c6a-ad3b211e1811,301751,93335,play,2025-08-23T14:00:16.587989,web,eu
07f08d29-4cd9-4c42-aa1d-f02396d0364f,630505,97917,pause,2025-08-24T04:06:51.587989,ios,us
e1c5a169-c6ff-49dd-8325-567acee33a8b,541198,43909,pause,2025-08-23T18:31:50.587989,web,eu
35d9d432-3330-4b45-acb8-5023e58fdd30,212516,92155,play,2025-08-24T09:53:39.587989,mac,us
3c5408f1-6d24-4e29-8c06-776a2aea63be,159224,27047,play,2025-08-23T19:01:10.587989,web,us
63bd1d5a-1f1e-4ec1-8d7c-d0e450ef522e,204639,9999,play,2025-08-23T19:33:53.587989,web,apac
7bf1c4fc-1583-4901-9591-8e40aa872735,984947,36655,play,2025-08-23T23:14:24.587989,mac,eu
d6b7c129-c56f-4a58-bd97-99463df339d3,887739,77792,pause,2025-08-24T03:30:23.587989,web,eu
8f39ae68-ddcf-4b0d-b904-5946a6f116c9,503225,79151,stop,2025-08-24T02:49:54.587989,web,eu
20c8a2c0-37c6-4a03-a52d-60187689dad1,138497,58008,play,2025-08-23T13:51:02.587989,mac,apac
40d2c000-c657-494f-b624-d1d18185f544,209008,6206,stop,2025-08-23T20:07:46.587989,ios,eu
2759e0e1-8ee4-42fc-9f0a-63cab5704b70,692831,45350,play,2025-08-24T12:15:22.587989,web,us
767879e2-0759-4c72-af1c-f97b80dda9f2,283349,5752,play,2025-08-24T05:23:59.587989,ios,apac
83a0222d-a848-4b7b-9ecf-9faad23b6ff8,269330,33328,pause,2025-08-23T14:02:53.587989,mac,apac
84abdaef-50fa-433b-bbdf-110ad5703dba,888669,1117,pause,2025-08-23T12:27:46.587989,web,eu
91e04a66-37d2-4a5f-acbb-0acbe3bb2587,646556,95110,pause,2025-08-24T11:29:53.587989,ios,apac
7ade1689-550b-4dc2-b1b5-b47d59ae5934,138497,88580,stop,2025-08-23T22:00:59.587989,mac,eu
a405c584-241d-4422-991f-d6e3ab784bf0,999086,61481,play,2025-08-24T04:38:57.587989,ios,us
feab1c4b-21df-4fff-9064-8074f0f590d1,854040,78737,play,2025-08-23T14:23:53.587989,ios,us
93cb0ebf-c0ad-404e-b347-8fa169db674a,477426,63055,play,2025-08-23T15:25:03.587989,ios,us
ef9db58f-97ff-4c61-a53a-765ff473fcfd,580775,42181,play,2025-08-23T22:40:11.587989,ios,eu
ea612608-7c14-4963-931d-ff311d59324e,823402,1939,stop,2025-08-23T18:07:31.587989,ios,apac
274d3ed2-aff8-4fb1-814a-f2df3f525f3f,322728,18468,pause,2025-08-24T04:50:52.587989,mac,eu
97a14e7a-dbf7-4860-84e5-5ae4a7554872,634921,4552,play,2025-08-23T12:35:48.587989,mac,us
11302cb5-6886-4ac5-85df-02009b10d6d7,928474,94140,play,2025-08-24T04:46:09.587989,ios,eu
003d1983-2267-4371-a105-3a3f27a1a30b,697769,83570,play,2025-08-23T17:01:47.587989,web,apac
e7856422-c744-4652-86bb-939e81bdfbda,989676,87504,pause,2025-08-24T06:02:29.587989,mac,eu
911db7b9-769b-4683-b809-b00e17d38575,628473,21011,pause,2025-08-23T18:29:30.587989,ios,eu
7ac877b2-6685-4180-b738-29261e4059cf,720383,88580,play,2025-08-24T02:26:35.587989,mac,apac
3d94c291-189d-4a9c-a88d-7963f67bfd38,984947,45035,stop,2025-08-24T00:21:58.587989,mac,eu
9ed9a765-4d8a-4d83-a5e0-62c68621911e,602968,22238,play,2025-08-23T16:33:41.587989,web,apac
fe74fc67-2c07-4438-af0b-51330e86bfcb,805153,72535,play,2025-08-24T09:38:16.587989,ios,apac
550290b2-f050-4992-90b7-6666562ec43a,934113,33532,stop,2025-08-24T03:02:38.587989,ios,eu
067a491e-06df-408a-b0a4-09b0cb0fd1c2,116933,96312,play,2025-08-23T18:35:39.587989,ios,us
54eea954-00b9-4c8a-ab2f-70983d16c91d,524616,57653,play,2025-08-23T14:53:53.587989,mac,eu
f8a29325-44e4-4bd3-bdf9-13e626d3fcd0,561190,15441,play,2025-08-24T11:39:08.587989,mac,eu
34c184bd-273e-41ce-8a04-93a135cc9d04,188629,74396,play,2025-08-24T06:37:12.587989,web,apac
9c43d095-eb69-41be-b798-410519aff3ec,651981,22571,pause,2025-08-24T06:42:04.587989,ios,eu
6819cc42-d3da-45f8-b86f-32e97d8e04e6,827018,88679,pause,2025-08-23T17:44:20.587989,ios,apac
64018f2e-a601-49f2-b54e-a6232ce123a8,999247,74503,stop,2025-08-24T00:24:12.587989,ios,apac
fd418de4-db95-4f41-993d-17ec37c209c6,703525,87199,play,2025-08-23T20:16:32.587989,web,apac
d0fa9ddf-e2b6-4ac9-abf5-846bcc3cbd33,480587,80056,play,2025-08-24T04:00:48.587989,mac,eu
7d336f77-6946-4f44-8336-98aa46485e29,698981,35650,play,2025-08-24T08:45:47.587989,mac,apac
e7603fde-56d2-440c-a759-86a0e12a30c4,987789,59363,play,2025-08-24T02:40:45.587989,mac,apac
a6052539-00f4-4dd0-9c94-9033c886e690,345400,47190,pause,2025-08-24T08:07:14.587989,ios,us
39530b0a-cb99-4514-8547-daedbb4b2dad,408137,15146,play,2025-08-23T14:24:02.587989,ios,us
aeecd8d9-3ddc-42b5-94e0-848176665760,423586,77237,pause,2025-08-24T00:32:52.587989,mac,eu
bfa8c991-87ff-4c2a-9430-624b98ae5e13,354273,35439,play,2025-08-24T09:04:16.587989,mac,us
4631e32b-c256-4b83-83da-3dbf22a87e39,280875,32457,play,2025-08-23T20:22:27.587989,web,apac
08fa6c9b-0819-474f-be9c-745d6d6b646b,237195,34023,pause,2025-08-24T08:36:39.587989,ios,eu
215caedc-e268-4aa4-a430-baf9cb3e29d4,928614,28361,pause,2025-08-24T11:30:36.587989,ios,apac
7d2a7eb5-4994-402b-96f0-293cc5f5d233,495833,58523,pause,2025-08-24T07:29:29.587989,web,apac
8d54fe69-434b-414b-a43a-3fb8ea63ea63,720003,45287,play,2025-08-23T14:05:27.587989,mac,us
fb491a65-9508-4ff5-a7ac-5fa8dbeab0dc,961172,96791,stop,2025-08-23T17:07:43.587989,web,apac
65c069b6-bdef-405f-ae2e-9fd3e4ef2871,893018,15596,play,2025-08-24T01:46:59.587989,mac,apac
1798b513-28df-4254-a3ec-495f124797c6,948543,27047,stop,2025-08-24T08:12:46.587989,mac,us
a44ffc6d-1481-436e-96a8-ee822d2dab2a,481241,38462,pause,2025-08-24T08:26:18.587989,web,apac
353ebbf3-ef53-42d9-bd90-8ba3b98ad92b,913470,2649,pause,2025-08-23T20:32:02.587989,mac,eu
744815f8-1ebe-4760-9a99-44529ccf4a5b,308166,72160,pause,2025-08-24T05:18:58.587989,web,apac
4914ffa8-1ade-40a7-adc5-7c0e660b3371,659737,73195,play,2025-08-23T21:51:51.587989,web,apac
c0dc0608-576a-4cce-b445-f6db4bf1f12e,371649,92155,pause,2025-08-24T07:18:48.587989,mac,us
51f6ce2b-2c32-4bda-8965-f0dccf4a3b77,442940,68173,play,2025-08-24T12:21:15.587989,ios,apac
d2db474b-066f-425e-b42e-d4945becd1f4,547615,63834,play,2025-08-23T12:33:07.587989,web,apac
de0411cb-484c-4beb-b1e3-988c559fc5fe,212432,81110,play,2025-08-23T19:26:46.587989,web,us
589672f5-5163-4ded-b9d2-622e43ed8b0d,246201,66386,play,2025-08-23T20:50:23.587989,web,eu
60e70d4f-8cbb-4e70-8dae-1d7d48348caa,321309,72960,play,2025-08-24T05:41:03.587989,ios,eu
753cdbf7-15ba-4070-b498-eae4f45a3b09,413805,28304,play,2025-08-23T13:38:38.587989,mac,eu
54ab754e-beb5-4232-bdf9-082e57336ec8,805131,84243,play,2025-08-23T18:47:17.587989,web,apac
6c79a521-1083-4d7f-97a1-a637994198fd,890935,79684,play,2025-08-24T09:30:02.587989,mac,us
fdcc688c-6e35-4682-a80f-28853c73f584,361705,22853,play,2025-08-24T01:52:27.587989,mac,us
14a1d220-e327-4306-b713-a69438d2bdff,264150,6895,play,2025-08-23T16:39:37.587989,web,eu
34e5e444-8b2b-4502-8a5b-d5b3e8337b11,235070,5297,play,2025-08-23T15:44:31.587989,mac,us
649eeb68-111d-406e-862d-60c155a786ef,823402,79306,play,2025-08-23T13:58:57.587989,web,apac
9f758d17-a187-410f-aa21-3e2da8ef7374,727625,38002,play,2025-08-23T18:05:40.587989,web,eu
2672cbd1-edd4-48d6-ac46-5a3adc5ad975,706567,51773,play,2025-08-23T18:27:02.587989,web,eu
abe58fcf-dbd2-4c4d-ac71-2c7c180cceff,926630,68715,pause,2025-08-23T16:22:02.587989,ios,us
1883f143-af50-41be-8186-54bbe7c6e507,297157,40643,play,2025-08-23T17:48:06.587989,mac,us
e10482d6-ea31-4e78-82cb-3b877073c3da,188893,16475,stop,2025-08-24T09:13:51.587989,mac,apac
c7e2f9fe-5c8d-43a4-a3c7-6568d4ad2fdd,925860,6662,play,2025-08-24T03:51:32.587989,web,us
6feb0e17-4870-45d2-b5dc-2f5c89c018d4,487878,1491,play,2025-08-23T16:29:30.587989,web,eu
368d91a6-e4e7-4ae5-accf-2f3bb5817f29,119139,28361,play,2025-08-23T13:59:34.587989,mac,eu
04ed16fb-5f99-4603-a70a-56e5df170093,843187,92151,play,2025-08-23T22:09:53.587989,mac,eu
ba29d7ff-5196-47ed-9e45-2089a1b57d49,756931,96659,pause,2025-08-24T00:18:54.587989,mac,apac
e7530e97-467a-4cdc-a79a-08dfe5e4846f,843874,14157,play,2025-08-24T00:49:47.587989,mac,apac
509238a0-57bb-42e5-9992-9fe1465ca884,281534,30951,play,2025-08-23T13:37:35.587989,ios,us
abced09f-64da-4300-90f8-fe9e94fd8e66,517029,49196,play,2025-08-24T06:31:49.587989,web,us
85c38782-8162-4cc2-8e71-020cbfa27110,541198,55910,pause,2025-08-23T22:01:02.587989,web,us
6345fd64-4acd-4ede-8f21-45656a57e606,319304,51773,play,2025-08-23T21:55:02.587989,web,eu
077329b2-4fe2-4b3a-8210-6912142360db,457988,97917,pause,2025-08-23T17:45:34.587989,ios,us
9b59b09f-37a6-4bc0-8ac4-a931eba9dfb2,188629,93867,pause,2025-08-24T09:00:36.587989,mac,us
122f61e1-24ba-4fd0-ad49-ec87c1bcdb69,544991,61423,play,2025-08-23T13:42:50.587989,mac,eu
b20bada9-09c4-4d47-b58f-045740555063,483948,54441,stop,2025-08-24T03:43:13.587989,ios,eu
a02a3946-3e7b-49bb-8e53-170f3d7a68b5,308748,49017,play,2025-08-23T18:49:24.587989,web,apac
652fd712-4e3e-4f24-a66c-0c4c391dc86b,264627,44928,pause,2025-08-24T02:06:01.587989,ios,us
9d79174d-5a0c-45db-bb46-b15b573ddc4f,440727,54993,pause,2025-08-24T08:44:29.587989,web,eu
923dd719-0ec7-4bac-8865-8a9741587b2f,746102,13430,play,2025-08-24T10:45:59.587989,mac,eu
77456f67-7425-4a55-af96-6a797a65f595,730331,37328,play,2025-08-23T21:55:26.587989,mac,us
40635258-e27b-4708-a116-9ce817b1d6e4,451854,30951,play,2025-08-24T06:26:55.587989,ios,us
9cb9f4fb-b844-4a7d-ac88-7b58931f4e31,460987,82188,play,2025-08-24T03:58:33.587989,web,eu
a51839ad-f1d1-4d31-ac45-10da63eb8c2b,308748,88174,pause,2025-08-23T16:19:26.587989,mac,apac
8d011ac4-b001-45d5-b6c7-e255090de3c9,261758,29082,play,2025-08-23T22:54:16.587989,web,eu
94cdd374-28fd-49d5-b72e-defa30e312ae,854040,66995,play,2025-08-24T09:04:49.587989,web,apac
265540d1-bd45-46df-baa5-f1dc93e21ddf,588152,1502,play,2025-08-23T19:31:00.587989,mac,us
2524a410-df3b-429e-b7e8-b5ff9366e3f7,961654,6682,play,2025-08-23T20:34:49.587989,ios,us
6907c270-fb23-4bc0-8921-2bba0e126dd5,534246,64614,play,2025-08-23T23:40:30.587989,web,us
5d4e1bed-0b31-416b-a34c-b7b697ae4ac9,962676,83570,play,2025-08-23T15:45:15.587989,ios,eu
50df34f8-a689-4379-8f26-c4ff541cf3e5,462820,21441,play,2025-08-24T00:43:21.587989,web,apac
fa6168fd-ed43-4780-a915-000555f31f54,567679,35681,play,2025-08-23T15:22:50.587989,web,us
cc884498-d521-431f-971c-e354a04a0852,177678,35304,play,2025-08-23T19:42:27.587989,ios,eu
269bde84-2d36-4950-a761-b94bbcf4112d,105380,93335,play,2025-08-23T22:44:50.587989,mac,apac
31b59d99-bba5-4962-ad88-2b35199f9ca2,369412,31800,play,2025-08-23T20:57:53.587989,ios,us
65c2f0de-ee84-4bb9-abee-9690bd467ad0,621015,52114,pause,2025-08-23T15:35:26.587989,web,apac
e4ad06fd-190f-4ad7-b059-32b5e6b1a17f,928474,18785,play,2025-08-24T12:23:32.587989,web,us
de0ec122-0741-4248-9eed-5878aba14e9f,836774,43622,play,2025-08-23T22:55:34.587989,mac,eu
2cb5349d-01b5-4706-b27a-049b3cc588a4,134186,94128,play,2025-08-24T05:57:22.587989,ios,eu
3316b6ee-ccf6-4c70-8e8d-7a2ce7cf54ce,159690,94962,pause,2025-08-24T05:33:06.587989,ios,eu
1bef8053-106b-43c8-a412-ec615ac42408,984947,33157,play,2025-08-23T20:36:43.587989,web,eu
6195e1ae-360b-4dc3-80f4-e9e4513fa7bc,979165,51009,play,2025-08-23T22:10:18.587989,web,apac
b6c05991-b042-4e4e-be36-0cb2bd61018d,146738,92189,play,2025-08-23T15:46:42.587989,mac,apac
6cf651ff-36e2-4ad5-9f32-978fccc6e6b3,206889,49571,play,2025-08-23T12:59:57.587989,web,us
a292b415-df37-46f7-afa0-98440186eaf8,116028,28304,play,2025-08-23T21:41:27.587989,mac,apac
8685e217-f122-4ccf-b064-56cb25d7b13f,798950,9964,play,2025-08-23T22:22:22.587989,ios,eu
fef5f00c-8dda-4b53-af50-c2f28285af56,987789,6641,pause,2025-08-24T08:20:56.587989,ios,us
39593f3f-4e60-4cbe-8358-2abe3c768a81,234955,3095,play,2025-08-23T23:16:50.587989,mac,eu
2d90df27-90be-44b0-920d-8f18329f406b,108457,42496,play,2025-08-24T03:34:32.587989,ios,eu
596ec9b7-f6b1-4062-9895-aedbf5cac225,348800,88502,play,2025-08-24T02:23:40.587989,web,us
972b2380-bde7-4b82-8293-0536bcbaba37,410416,4382,play,2025-08-24T09:22:27.587989,mac,apac
d1434519-0246-45da-b578-ec1e85469b03,280968,74868,play,2025-08-23T23:49:00.587989,web,eu
0dff8215-dd8f-4ef2-a056-a82235996f22,270749,70878,play,2025-08-23T12:38:41.587989,mac,apac
6f41d99d-0f6c-4965-abbd-979aa5d169e8,116028,81469,pause,2025-08-24T00:21:07.587989,ios,us
faf9d68c-ebdc-41ab-9125-9ec0cd693fc9,488794,64987,play,2025-08-23T23:58:48.587989,mac,eu
542d8950-dcb4-4598-b7c6-3ac9b940890e,834750,80056,play,2025-08-23T16:41:26.587989,web,eu
a551c042-cea8-4a64-978b-497d27d40262,209008,95538,play,2025-08-24T11:05:13.587989,mac,apac
af98bdc5-64e7-4738-8f62-3efeaefe9f38,934113,88857,play,2025-08-24T11:46:32.587989,ios,us
48579e29-50d4-4b54-99f8-11fb6bfd5ed2,705115,76849,play,2025-08-24T07:33:16.587989,ios,apac
5a84ebbd-59ad-45a9-83de-cfc83f86a1fc,286008,98640,pause,2025-08-23T21:44:04.587989,web,eu
da4fce69-6a46-4337-9191-d67050fcff1d,987784,70674,play,2025-08-24T02:42:00.587989,mac,us
fd5e3ccd-d0a0-4a51-a1f8-a9c54865f648,428416,12103,pause,2025-08-24T03:04:46.587989,ios,eu
59dde17e-a824-4647-a353-3b5fb82eb0ce,361705,73432,play,2025-08-23T15:05:47.587989,mac,apac
acffab50-d531-412a-88ba-bc9f632f9eba,270749,98324,pause,2025-08-24T03:24:55.587989,ios,us
b009247f-9a88-4a9f-8caf-41dfae8ef034,899793,83696,play,2025-08-24T08:13:09.587989,ios,us
5dd8db66-a601-42e7-848e-6cb800631c69,834750,71061,play,2025-08-23T13:55:15.587989,web,apac
e0628e2e-1da3-407f-bc9d-6cd81b2e5802,323367,14749,play,2025-08-23T22:42:36.587989,ios,us
36c19b66-5fea-4085-880e-7faf23cea856,661759,19381,pause,2025-08-23T19:25:11.587989,mac,eu
709bb52f-68f6-40df-91b6-a759d86c3756,155070,31124,pause,2025-08-24T04:46:22.587989,ios,apac
33e7b56f-ea1e-408e-a287-97c6e5b02214,177678,60474,play,2025-08-24T11:25:06.587989,mac,eu
23705726-b5eb-4912-a0ff-1b081dca2fb1,957740,3249,play,2025-08-24T03:24:21.587989,web,eu
837114b9-a6ec-497c-a2c5-6db5e18bb79f,972926,56883,play,2025-08-23T17:11:42.587989,mac,apac
8fb490bb-97dc-42eb-af3b-5be2f2c85d21,614336,33157,stop,2025-08-23T22:18:28.587989,ios,apac
702a3e1b-f867-49bc-a24d-2c54643384e5,705115,81689,stop,2025-08-24T01:56:31.587989,ios,us
5ca98c62-146e-4dac-95a5-8102b0fe0d87,408137,45330,pause,2025-08-24T02:42:45.587989,mac,us
03f13a65-b121-4d1e-8e67-e12c86033a4d,523471,54993,pause,2025-08-24T02:18:06.587989,mac,us
e42e3053-96b6-488a-aea4-bb31a3328324,957740,26683,pause,2025-08-24T10:21:13.587989,web,eu
9084c387-ebc2-419c-941b-2ece3c2830d8,801355,48175,stop,2025-08-24T04:46:15.587989,ios,us
225f3e3b-3dce-4507-bf88-37f79fbc59a8,887739,28462,stop,2025-08-24T09:22:46.587989,ios,us
0d9ab10b-0c7c-437e-a8c9-2aadeadd1bf5,288582,35780,play,2025-08-24T08:13:24.587989,ios,us
a5bb310f-8b84-4970-9046-538c4a0e5785,187042,17119,stop,2025-08-23T16:00:45.587989,ios,eu
b33f3f37-2c55-459a-a4b2-93a163fcdc9c,281534,70852,play,2025-08-23T19:59:34.587989,ios,eu
5bc1ea5c-c8f5-45c6-a5c8-ec4b8b176ca9,734192,25177,stop,2025-08-24T11:17:37.587989,mac,eu
c898276e-4583-4252-b6ba-c14e487c5c99,946126,36217,stop,2025-08-23T13:17:43.587989,web,us
c9391146-c857-499b-bb6e-2b33827910ca,494186,72038,play,2025-08-24T09:28:26.587989,web,eu
49edb6a3-b865-4bac-88fd-b536e861e5ba,932818,19381,stop,2025-08-23T14:28:06.587989,mac,apac
c10069eb-c6bf-41a1-8f3e-878af43ec4fd,791683,33157,play,2025-08-23T22:18:13.587989,web,us
0ceaf591-d3dc-4a05-8e79-22f3ccb28a06,919871,38719,play,2025-08-24T02:25:42.587989,web,eu
6aedb6ee-11c8-478c-b627-370206c90de6,483948,50449,play,2025-08-23T22:50:55.587989,web,apac
5867a5a3-a6aa-4e55-aeb8-1a8ee2b3bbde,716107,63055,play,2025-08-24T09:00:20.587989,mac,us
f3bba5df-f7ac-446e-b17e-9d6340c6943a,495833,10684,play,2025-08-23T15:07:57.587989,mac,apac
ffcef745-c08d-486d-94c3-8500d60baa1b,212516,38517,stop,2025-08-24T07:24:46.587989,mac,apac
ae459be9-9c48-42dc-9c9c-32ec14f11442,909778,70146,play,2025-08-23T17:49:12.587989,mac,eu
684ea611-5c51-48ae-b3de-6c32ec373167,117684,41662,play,2025-08-23T14:16:16.587989,ios,us
6f360cad-9dbc-4f4e-8ac7-14353aa69170,710042,87700,play,2025-08-24T12:05:11.587989,mac,eu
f31324b5-9424-4ea4-b332-b26eb44b6898,743601,33328,stop,2025-08-23T17:42:55.587989,web,apac
66873ecd-64cf-4ba7-abca-6de6ecd8eed9,166260,48445,pause,2025-08-24T03:14:23.587989,web,us
0b309130-2bec-4070-b789-d25fbddad07e,599445,33532,play,2025-08-23T16:31:00.587989,ios,us
1b195a51-895f-4496-a0b1-a1a2c080c527,586047,23660,pause,2025-08-23T16:04:19.587989,web,us
f9bc7464-29cf-4739-b8ed-4f8ebe70043e,866477,21289,pause,2025-08-23T19:53:27.587989,mac,eu
bddf537c-95ff-4ff4-abd9-e8fd2943fc6c,535987,79520,stop,2025-08-24T00:44:58.587989,web,eu
3da4392f-6a24-40d9-801a-660a9531c831,681349,74503,play,2025-08-24T07:25:52.587989,ios,apac
30b27607-7a5c-498a-8267-f71f857a50b8,235325,60996,play,2025-08-23T14:21:42.587989,mac,apac
59462577-3dac-4bca-a90d-cd55a518b716,145626,59656,play,2025-08-23T15:52:29.587989,web,apac
408a169f-ce6a-4463-a0d3-f6f9536f2a4d,259330,94597,play,2025-08-23T23:24:20.587989,ios,us
16e7214f-320a-48c9-a3bb-2527d01159de,233963,67422,stop,2025-08-23T19:30:16.587989,mac,eu
c83e43f0-1799-4293-b55b-4faf1753b7e1,652196,46198,pause,2025-08-24T01:57:21.587989,ios,apac
52778ea6-8646-4cdc-9f9c-6ad53cd30653,681917,86603,play,2025-08-23T19:06:00.587989,ios,us
0fdcf3b5-a63e-462d-a0a4-531091336079,578890,6682,play,2025-08-24T03:00:22.587989,ios,apac
26025d76-3e7d-4e5d-85e3-e0b63397802a,908438,54952,pause,2025-08-24T01:51:13.587989,ios,apac
28549d67-1370-4503-8636-229fde4a76ff,311988,91660,pause,2025-08-23T12:51:56.587989,web,apac
b4609d32-6e9a-44cb-87a4-c753c6bbb6eb,266825,65116,stop,2025-08-24T11:20:33.587989,web,apac
c3255ad9-eaab-4469-a752-ebcbfb05d2b4,951137,74672,pause,2025-08-24T06:09:43.587989,mac,eu
87a9b442-db24-40e6-8d4d-2fce7b4dddff,113199,6236,play,2025-08-24T08:29:25.587989,ios,us
80f1d7c7-85c6-41d4-80ff-8cb66938c615,805153,69546,pause,2025-08-24T12:22:38.587989,ios,us
3b1d3445-49a5-4e37-a799-edfadfa0049b,547615,79151,play,2025-08-23T19:24:29.587989,web,eu
e613ad4d-2ae6-428c-8bbf-35dbbb617088,979165,55910,play,2025-08-24T05:55:11.587989,web,us
eb1a9e74-0466-41be-80af-5e186ad5af9f,161722,84616,stop,2025-08-24T11:27:39.587989,ios,apac
c3661e60-ae53-4ff2-b122-4e275e53ad8a,701936,94235,stop,2025-08-24T04:39:39.587989,web,eu
